"Fly","Distance","Acceleration","A_insect","Max_speed","Flight_time","Longest_flight","N_flights","Last_flight_end","F_counts","R_counts","dom_dir","Residual_mov","Behav_rep","Behav_add","DCh_dir_skip","DCh_time_shift","DCh_rec_miss","DCh_rec_add","DCh_unfixed","peaks1N","peaks1T","peaks2N","peaks2T","Percent_flying","Mean_speed","Total_dist","FR_ratio","Origin","Source","Morph","Ecl_date","SexWeightSize","Temp_start","Temp_end","Exp_start"
"1005mill3",2073.14500136,0.00067838010967043,0.261783600379847,1.75785470728626,2554.30642646601,941.983643333,31,12629.657420226,60346,4,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.244137
8.0      0.578294
10.0     0.143433
12.0     0.078787
14.0     0.119222
22.0     0.181324
28.0     0.523848
35.0     0.374252
59.0     0.302384
82.0     0.147227
111.0    0.493594
138.0    0.499991
156.0    0.376602
162.0    0.215318
186.0    0.482301
225.0    0.073088
226.0    0.183709
229.0   -0.010674
236.0    0.295383
245.0    0.179174
247.0    0.203200
276.0    0.147545
280.0    0.135325
291.0    0.436702
337.0    0.137437
373.0    0.216504
397.0    0.296471
399.0    0.119768
403.0    0.302518
417.0    0.116169
456.0    0.221619
Name: Residual_mov, dtype: float64>",1.38050229504495,0.00243544324874446,0,12,1,1,4,8,16,404,758,17.7382390726806,0.81162736775802,60342,15086.5,"21 Autumn","W","A",1001,"fma",13.8,13.5,1343
"1005mill4",2259.6495902,-0.000308214485186148,0.179187330616536,1.4427902211985,3119.93183475,3119.93183475,1,3120.022962902,0,66105,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0   -0.272408
Name: Residual_mov, dtype: float64>",1.782377468669,0.00175500044243997,65,0,0,0,0,19,38,99,130,21.666193296875,0.72426248709407,66105,Inf,"21 Autumn","W","A",1001,"ffa",13.8,13.5,1353
"1006mill1",247.43578292,0.0024820667148005,0.12034618293046,1.09639640998885,483.562090778004,217.710011189,19,13244.131538572,8,8622,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.027837
6.0      0.081642
56.0     0.060618
70.0     0.309144
76.0     0.380592
110.0    0.388932
127.0    0.193905
142.0    0.466207
148.0    0.581488
154.0    0.340570
159.0    0.347667
185.0    0.594893
232.0    0.160535
269.0    0.322068
275.0    0.282789
291.0    0.365520
307.0    0.134767
319.0    0.290764
336.0    0.283516
Name: Residual_mov, dtype: float64>",1.99835416587092,0.00757307270160348,2,0,1,0,8,7,12,25,4,3.35807007484725,0.511693922329396,8614,1077.75,"21 Autumn","W","A",1001,"fta",13.4,13.4,1341
"1006mill2",146.81448968,0.0018795520008941,0.0583112528653408,0.638138520302191,466.929148404003,73.006052197,17,10929.878188413,80,6007,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
10.0     0.431288
15.0     0.037847
17.0     0.072939
47.0     0.006651
53.0     0.014641
57.0     0.066868
59.0     0.114806
65.0     0.089016
70.0     0.155277
97.0     0.389244
137.0    0.075739
281.0    0.155364
290.0    0.067065
329.0    0.238201
401.0    0.415680
470.0    0.155414
539.0    0.126226
Name: Residual_mov, dtype: float64>",1.71983509539563,0.00432783732590279,1,0,0,0,5,0,0,14,0,3.24256353058335,0.314425625776036,5927,75.0875,"21 Autumn","W","A",1001,"fms",13.4,13.4,1255
"1006mill3",10610.40404196,7.78693249430318e-05,0.38285198305795,1.96764559754612,9803.704341782,2577.542373447,7,14399.988727594,0,300237,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0    -0.327671
6.0     0.522910
11.0    0.685763
15.0    0.468820
20.0    0.662350
23.0    0.515589
26.0    0.662882
Name: Residual_mov, dtype: float64>",2.4298130175211,0.00723568865903661,72,1,2,0,0,66,132,7097,14157,68.0812801512639,1.08228519262254,300237,Inf,"21 Autumn","W","A",1001,"fma",13.4,13.4,1250
"1006mill4",97.97057424,0.00646648358762442,0.075939600015661,0.769674609735751,266.386912097,40.0068194630001,16,7164.979292278,4390,165,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0      0.292392
15.0     0.641264
30.0     0.528241
44.0     0.583556
59.0     0.520207
139.0    0.478711
170.0    0.562728
184.0    0.483747
198.0    0.299770
217.0    0.087299
248.0    0.443788
261.0    0.431270
276.0    0.287283
308.0    0.437705
322.0    0.594946
464.0    0.122907
Name: Residual_mov, dtype: float64>",1.28061088878206,0.00151566937822285,0,0,0,0,5,0,0,32,0,1.84990911178472,0.367775479165905,4225,26.6060606060606,"21 Autumn","W","A",1001,"fta",13.4,13.4,1313
"1007mill1",21.9126104,-0.00384349987608215,0.0623313554665052,0.635452044812092,61.5384003569998,29.809139509,3,801.160580097,112,4209,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0    -0.140941
20.0    0.100479
48.0    0.284909
Name: Residual_mov, dtype: float64>",1.48916391426655,0.00378234549566495,2,0,0,0,10,0,0,30,2,0.427350002479165,0.356080273014564,4097,37.5803571428571,"21 Autumn","W","A",1001,"fta",13,13,1413
"1007mill2",3428.54598336,0.00050259969749514,0.101755501564265,1.02527606493568,7155.329543668,3078.709350108,70,12351.896112757,0,103579,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0      -0.290354
7.0       0.109368
17.0      0.291988
23.0      0.267630
29.0      0.054351
            ...   
1462.0    0.221967
1463.0    0.034340
1480.0    0.094327
1487.0    0.261064
1529.0    0.239461
Name: Residual_mov, Length: 70, dtype: float64>",1.71531801611154,0.00235159015050779,14,2,3,0,0,3,6,16,14,49.6897884976945,0.479159759510174,103579,Inf,"21 Autumn","W","A",1001,"ffl",13,13,1400
"1007mill3",509.89230684,0.00100114029971616,0.226901798976332,1.6972303683248,696.949766681003,325.137155619,10,12788.823573877,0,14555,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0    -0.085064
7.0     0.590537
13.0    0.521701
21.0    0.618867
30.0    0.592339
36.0    0.411390
47.0    0.486234
60.0    0.560221
66.0    0.473230
73.0    0.521155
Name: Residual_mov, dtype: float64>",1.67615764604564,0.00341349729961957,2,0,0,0,0,3,6,290,562,4.83992893528474,0.731605534884094,14555,Inf,"21 Autumn","W","A",1001,"mma",13,13,1426
"1007mill4",468.6471192,0.000976168981313497,0.0668394076737066,0.939504611353302,1332.723169015,234.345768486,31,13387.608384675,17,42709,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0      -0.122685
17.0      0.240119
1975.0    0.380403
1997.0    0.125783
2071.0    0.489650
2078.0    0.451184
2091.0    0.153161
2092.0    0.083613
2093.0    0.125560
2879.0    0.111242
2881.0    0.166132
2886.0    0.050491
5472.0    0.527107
5476.0    0.313369
5479.0    0.008698
5484.0    0.374816
5491.0    0.404462
5608.0    0.173015
5650.0    0.345565
5660.0    0.040620
5662.0    0.115781
5707.0    0.199368
6475.0    0.189041
6479.0    0.132248
7635.0    0.037130
7641.0    0.111460
7680.0    0.139917
7689.0    0.079378
7696.0    0.204248
7759.0    0.151512
7784.0    0.078543
Name: Residual_mov, dtype: float64>",1.45778226622688,0.00270011870266682,0,1,0,0,5,2,3,47,1,9.25502200704859,0.351646260900809,42692,2512.29411764706,"21 Autumn","W","A",1001,"fma",13,13,1437
"1008mill2",472.92361252,-0.00582472510598661,0.598977693786052,1.79140035156497,352.372129681001,305.14009807,4,11095.442348148,34,14189,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.317760
26.0     0.597816
115.0    0.648950
198.0    0.686113
Name: Residual_mov, dtype: float64>",0.9872818206521,-0.00020390338027576,19,0,0,0,1,4658,9310,301,562,2.44702867834029,1.34211412505334,14155,417.323529411765,"21 Autumn","W","A",1001,"fta",12.9,12.8,1351
"1008mill3",4089.45858736,0.00021192655865444,0.226639835657508,1.45235031901284,4834.359282802,1248.295407023,14,14399.971483034,116171,1,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.329956
55.0     0.356619
70.0     0.498209
78.0     0.411428
84.0     0.443156
91.0     0.541526
106.0    0.543675
113.0    0.445108
122.0    0.289637
128.0    0.441161
135.0    0.458141
141.0    0.444846
148.0    0.562196
152.0    0.490803
Name: Residual_mov, dtype: float64>",2.22867415229157,0.00273186613810135,0,23,1,0,1,11,21,38,32,33.5719394639028,0.845915321583163,116170,116171,"21 Autumn","W","A",1001,"fma",12.9,12.8,1348
"1008mill4",1122.98594008,-3.59928264251021e-05,0.613801612190966,1.76599504853497,816.507376927002,749.20292281,6,14393.601051186,0,32278,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0    -0.027145
14.0    0.563957
24.0    0.596020
31.0    0.572048
48.0    0.499888
52.0    0.420230
Name: Residual_mov, dtype: float64>",1.13396955454113,0.000400031541762754,11,1,0,0,0,11,22,24,25,5.67019011754863,1.3753530853652,32278,Inf,"21 Autumn","W","A",1001,"fma",12.9,12.8,1410
"1009mill1",4672.61676736,0.00113650228719192,0.44287277960676,2.0518661544811,4289.614656014,1731.085375156,42,14049.348458549,15,135521,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0      0.046016
11.0     0.702272
14.0     0.473352
17.0     0.402376
22.0     0.440880
26.0     0.521232
30.0     0.420744
39.0     0.495033
42.0     0.282840
48.0    -0.010907
69.0     0.209081
77.0     0.399246
97.0     0.382592
114.0    0.547635
119.0    0.405099
123.0    0.344339
164.0    0.480917
171.0    0.424943
209.0    0.215079
216.0    0.532048
245.0    0.260409
254.0    0.324552
267.0    0.178357
286.0    0.309219
292.0    0.573095
328.0    0.484203
337.0    0.554480
357.0    0.556948
390.0    0.563957
404.0    0.577303
477.0    0.347967
503.0    0.291903
606.0    0.368252
636.0    0.323314
682.0    0.522517
735.0    0.682141
794.0    0.434500
802.0    0.475291
810.0    0.302934
832.0    0.210597
845.0    0.293507
858.0    0.205551
Name: Residual_mov, dtype: float64>",1.05514300283099,0.00029353587181962,117,1,1,0,10,105,208,198,238,29.7889906667639,1.08928590142917,135506,9034.73333333333,"21 Autumn","W","A",1001,"ffa",12.9,12.5,1414
"1009mill2",352.08616904,-0.000104584167331345,0.0748129659774631,0.59227376315158,896.385828666999,438.725106721,5,13121.740630016,41,10900,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.105722
77.0     0.407134
112.0    0.151759
215.0    0.131665
224.0    0.082221
Name: Residual_mov, dtype: float64>",5.90641342773346,0.00858866709903357,2,0,1,0,1,0,0,4,0,6.22490158796527,0.392784175943055,10859,265.853658536585,"21 Autumn","W","A",1001,"fms",12.9,12.5,1358
"1009mill3",1681.65147652,0.000522370394921468,0.108784803833409,0.901683075970422,3273.116731182,1787.413301525,20,13500.718451464,1,48326,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
3.0      0.209069
9.0      0.534970
11.0     0.087078
14.0     0.104971
23.0     0.194056
26.0     0.055912
38.0     0.234599
42.0     0.024107
43.0     0.105095
66.0     0.203518
71.0     0.076221
76.0     0.035449
91.0     0.444689
105.0    0.455913
114.0    0.465081
132.0    0.546044
137.0    0.230241
149.0    0.536447
157.0    0.420183
161.0    0.158672
Name: Residual_mov, dtype: float64>",3.0137367274581,0.00867216720690141,5,0,1,0,0,0,0,9,4,22.729977299875,0.513776811104661,48325,48326,"21 Autumn","W","A",1001,"fma",12.9,12.5,1339
"1010mill1",310.3108376,0.00141053841875261,0.43883258117584,1.578893053953,269.165568179001,243.008407755,3,2867.769669571,1,9392,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
3.0     0.335976
22.0    0.387244
26.0    0.309492
Name: Residual_mov, dtype: float64>",1.33727721359102,0.00111223405411956,6,0,0,0,1,6,12,24,12,1.8692053345764,1.15286230590101,9391,9392,"21 Autumn","W","A",1001,"fma",12.4,12.4,1328
"1010mill2",2799.12392108,0.000112836806048105,0.513170305290352,1.6670332752114,2168.465842578,618.781101842,5,12888.753076592,18,79314,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     0.734604
17.0    0.283702
27.0    0.528626
32.0    0.382653
43.0    0.408740
Name: Residual_mov, dtype: float64>",0.950071263660934,-0.000707688801454142,33,0,0,1,3,12157,24309,1638,3260,15.0587905734583,1.29083145610089,79296,4406.33333333333,"21 Autumn","W","A",1001,"ffl",12.4,12.4,1439
"1010mill3",8775.68237892,-0.000121582595649811,0.354100983696318,4.59786748904641,8406.410175623,1194.931959105,46,14399.98235174,249278,8,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0      0.244712
3.0     -0.346143
11.0     0.514006
21.0     0.505455
29.0     0.540173
36.0     0.553425
42.0     0.659012
48.0    -0.670443
50.0     0.807136
58.0     0.537096
65.0     0.597583
73.0     0.515080
79.0     0.507792
86.0     1.096784
87.0    -0.234061
93.0     0.489668
100.0    0.533366
106.0    0.541459
111.0   -1.995790
113.0   -1.902717
118.0    0.411317
126.0    0.640658
134.0    0.445381
136.0    0.292640
143.0    1.139927
144.0   -0.219458
151.0    0.522903
154.0    0.300164
162.0    0.541106
168.0    0.395466
173.0    0.230419
188.0    0.068527
231.0    0.398788
252.0    0.419730
262.0    0.332870
268.0    0.316470
283.0    0.366725
294.0    0.187200
303.0    0.504348
334.0    0.222046
371.0    0.249020
392.0    0.496151
411.0    0.503926
424.0    0.549096
450.0    0.163111
471.0    0.099673
Name: Residual_mov, dtype: float64>",1.90467575752236,0.00396311910647699,5,104,2,3,8,90,179,793,1492,58.3778484418264,1.04392745483296,249270,31159.75,"21 Autumn","W","A",1001,"ffa",12.4,12.4,1429
"1010mill4",733.86039088,0.00378206439874028,0.0967429802368322,0.959558206169488,1606.526735943,288.639257704,61,14261.979254692,21841,13,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.130679
7.0      0.086292
8.0      0.051903
16.0     0.414072
24.0     0.416466
           ...   
469.0    0.271201
480.0    0.269834
492.0    0.265630
509.0    0.221668
538.0    0.197549
Name: Residual_mov, Length: 61, dtype: float64>",1.08230755143837,0.000320642151130843,0,1,1,0,6,0,0,59,2,11.1564356662708,0.456799363783535,21828,1680.07692307692,"21 Autumn","W","A",1001,"fts",12.4,12.4,1511
"1011mill1",5614.54092828,0.00147641419651603,0.392685985810723,1.6616156200556,5427.714931076,898.667254098,72,14399.981534143,48,194699,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
3.0       0.395032
6.0       0.305441
9.0       0.310179
11.0      0.227839
15.0      0.265074
            ...   
5568.0    0.377721
5651.0    0.137106
6168.0    0.141081
6169.0    0.096430
6188.0    0.696508
Name: Residual_mov, Length: 72, dtype: float64>",1.08745373962407,0.000294913532855668,176,3,1,0,48,170,331,464,361,37.6924647991389,1.03442074603704,194651,4056.22916666667,"21 Autumn","W","A",1001,"ffl",12.3,12.2,1420
"1011mill2",715.83550168,0.00511080335460766,0.433468409630925,1.9066498458166,718.210876063003,253.25078721,24,11790.727446749,20793,194,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
3.0      0.449419
19.0     0.603014
39.0     0.663421
57.0     0.699871
79.0     0.676861
97.0     0.603138
116.0    0.644176
135.0    0.697200
155.0    0.572095
163.0    0.474824
171.0    0.606532
192.0    0.694077
209.0    0.612632
231.0    0.598921
253.0    0.641393
278.0    0.669498
300.0    0.566227
328.0    0.572369
353.0    0.612711
370.0    0.446601
399.0    0.591847
427.0    0.673024
453.0    0.561856
483.0    0.623822
Name: Residual_mov, dtype: float64>",1.66553969004542,0.00637999748790502,1,22,0,1108,17,61,121,326,597,4.9875755282153,0.996692650498383,20599,107.180412371134,"21 Autumn","W","A",1001,"ffa",12.3,12.2,1406
"1011mill3",7566.60108572,0.000473703901370542,0.297835745598908,1.76209639553185,8278.04796914101,2683.028263262,30,14399.96988961,222859,14,"F","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
3.0       0.729295
4.0      -0.337084
13.0      0.557355
20.0      0.506857
41.0      0.197550
56.0      0.391276
65.0      0.555467
77.0      0.468967
88.0      0.500551
101.0     0.462364
108.0     0.394840
115.0     0.481045
129.0     0.468212
139.0     0.352973
152.0     0.218271
156.0     0.088377
158.0     0.164837
313.0     0.171242
355.0     0.266026
423.0     0.431021
505.0     0.447258
543.0     0.392819
566.0     0.533147
758.0     0.480852
968.0     0.518505
1697.0    0.315247
1706.0    0.187596
1714.0    0.077597
1860.0    0.011728
1861.0    0.462750
Name: Residual_mov, dtype: float64>",1.72123171231737,0.00409152682347077,1,203,3,0,14,117,233,357,501,57.4864442301459,0.914056201888036,222845,15918.5,"21 Autumn","W","A",1001,"ffa",12.3,12.2,1415
"1011mill4",708.90828936,0.00092486302406007,0.128393793117875,1.03632945082716,1266.611113043,393.804233821,19,14378.134985568,42,21173,"R","<bound method NDFrame._add_numeric_operations.<locals>.sum of flight
2.0     -0.002567
16.0     0.405989
34.0     0.101724
38.0     0.138690
47.0     0.382017
59.0     0.419461
65.0     0.425985
71.0     0.424163
84.0     0.541550
91.0     0.113754
109.0    0.266658
181.0    0.321275
209.0    0.284106
232.0    0.305630
250.0    0.387889
283.0    0.331822
349.0    0.042444
356.0    0.101104
358.0    0.136748
Name: Residual_mov, dtype: float64>",2.77121265847393,0.00760267128052888,12,0,1,0,9,10,17,27,34,8.79591050724309,0.559688985877334,21131,504.119047619048,"21 Autumn","W","A",1001,"ffs",12.3,12.2,1409
