"Fly","flight","Count","Speed_mean","Speed_std","Speed_min","Speed_25%","Speed_50%","Speed_75%","Speed_max","Distance","Duration","Accel_mean","A_insect_mean","Residual_mov","T_start","T_end","Speed","Acceleration","A_insect","Behav_rep","Behav_add","dom_dir","Origin","Source","Morph","Ecl_date","SexWeightSize","Temp_start","Temp_end","Exp_start"
"0705mill1",316,887,0.892574995910891,0.238226119282771,0.155841040839963,0.716950368931161,0.904219939817517,1.08929706012764,1.30590225826828,31.34917004,38.4914353230001,0.00515839615363735,0.26595356885626,0.535410499179515,2231.976563919,2270.467999242,0.81086936682148,0.00381487201297757,0.229486341059848,1.18560824088186,0.00225623448549368,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",325,996,0.953772452793811,0.287162362908133,0.123538507094046,0.709945821525242,0.939101632520735,1.20953245194975,1.43480721478016,35.20154832,41.2562252289999,0.00549602057874906,0.307270715670149,0.581772395704449,2330.111061686,2371.367286915,0.849342273243299,0.00436623114324464,0.255688328002749,1.17450401983169,0.00216620454125309,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",331,199,0.589487577117918,0.11356983525806,0.212170948959296,0.577996383874337,0.637137554117065,0.65653670761739,0.703282093258097,7.03324108,12.5806645410003,0.00819877572865673,0.136971720288532,0.63537131078943,2380.274307719,2392.85497226,0.553527881118839,0.00970586250618065,0.128866024477817,0.836962969194194,-0.00242632400223271,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",336,241,0.585802273817651,0.114051234192149,0.109373723516481,0.527509478380277,0.577583358273069,0.690962096865651,0.745381042068558,8.51764372,15.1343331899998,0.0102075508590963,0.137969261743214,0.551624746044136,2553.155047907,2568.289381097,0.556121643637986,0.0141753735510805,0.133635272942367,1.00068609403966,1.05763598984495e-05,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",363,302,0.585081489396266,0.100976705509376,0.200597307879829,0.56749194405106,0.604220839323879,0.639421402562662,0.741518621096544,10.67356184,19.0372617720004,0.00583989403605774,0.132741442210171,0.582340170583601,2811.522706341,2830.559968113,0.556327022467582,0.00600080862248926,0.125242370142685,1.19799899419552,0.00269148633537014,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",379,319,0.687741773801675,0.110491032455503,0.219297704836369,0.681494229317524,0.72785420723195,0.747920923804415,0.79426379454251,11.27439148,17.0994738700001,0.00786541279779777,0.169373102203945,0.813459318445348,3048.143771044,3065.243244914,0.654825031640927,0.00819559289854046,0.160160251040278,1.02307019148034,0.000343558763297173,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",397,178,0.516061427088056,0.0869142110896297,0.213135505362518,0.506092832874212,0.544826791289631,0.56645817660546,0.616841166919565,6.29103976,12.6146374690002,0.00829872812665332,0.114261805476959,0.627516872751237,3288.241039825,3300.855677294,0.493441961622112,0.00895639239244655,0.109286452989758,1.04551417704778,0.000734428461761785,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",403,669,0.727270429068636,0.198894748965981,0.178793958367704,0.593407759113918,0.648551495600994,0.927525698174181,1.09061754172082,23.64441348,35.1512065000002,0.0049576523356813,0.18876959866024,0.551951227599025,3351.098231427,3386.249437927,0.669569794274934,0.00382139828879698,0.165957676352252,1.16687698572485,0.00224823476414745,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",413,204,0.59891352126864,0.130174590315006,0.193592260163361,0.554091959432749,0.626312134800543,0.698248774248633,0.758577151488166,7.20995568,12.8429990939999,0.00853418193538475,0.141135230418575,0.560373426445282,3570.608898711,3583.451897805,0.554943690329297,0.00991076567409731,0.130425697530084,1.37256384341358,0.00483040727598026,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",418,7088,1.1892252105748,0.281034062881414,0.134887433600305,0.990630603304224,1.15484704153995,1.42706837661214,1.74228059897539,250.51061696,224.444315963,0.00537160097060338,0.459750431352573,0.509519289819839,4020.0299866,4244.474302563,1.11542599689084,0.00067822507741864,0.403542841556981,2.22125994328108,0.00897397688229458,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",424,148,0.519696496322957,0.119742608443773,0.196669091691896,0.449304166404277,0.525662706762594,0.631061246339418,0.692243694362714,5.23075216,10.6587127490002,0.0112484303807919,0.119549616914326,0.605998586507279,4559.290662286,4569.949375035,0.483723452295182,0.0120316723879408,0.110927042235025,1.37613652860002,0.00594056385388369,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",457,138,0.451402941194851,0.0966781633754891,0.106875795321328,0.400354874265521,0.478447911734799,0.521179188336757,0.587585204787522,4.87732296,11.2752223449997,0.0151195223042046,0.103963404982333,0.556970627258496,5593.030752022,5604.305974367,0.425358688169923,0.0150235218585781,0.0976307217851855,1.15790933516996,0.00313228089577567,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",461,221,0.463408719194823,0.0809376574635595,0.132049821991547,0.442840082256837,0.489381903700577,0.516331599757996,0.562087908254171,7.81078532,17.4234115239997,0.00605904486823915,0.0975396389811528,0.432611757782694,5619.897060858,5637.320472382,0.442316423105763,0.00839370929348891,0.0949095581763087,1.52299160189361,0.00543163849495469,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",466,158,0.469046537164623,0.0896481722588089,0.137496581825868,0.413700588320602,0.490279531405126,0.538819265607978,0.612880772372196,5.58418136,12.2968185110003,0.00893792455105213,0.102181894414584,0.563396354043455,5709.828779818,5722.125598329,0.446346317035841,0.0103474594796111,0.0980678812733207,1.29916983445302,0.00435592399561498,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",475,286,0.576768367800348,0.0793204829930241,0.210660819551525,0.56335825344542,0.598383334980895,0.622968291741703,0.677102316087298,10.10807512,17.9291358500004,0.00786754766181042,0.131447517365695,0.69217425217976,5878.429824341,5896.358960191,0.559935556661696,0.00780718209657619,0.126889971151521,1.4076755737134,0.00481919463287363,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",480,1032,0.914204232202951,0.32860684592283,0.214319764864293,0.643037075654079,0.841397946023305,1.23376375708078,1.49709648206622,36.47389344,46.1973662890005,0.00638164948631923,0.296942760782248,0.667851122486914,6785.327372785,6831.524739074,0.787363121163987,0.00301078433327821,0.231073031994293,1.43363571131068,0.00473824342169151,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",485,565,0.647751372577766,0.107709187490746,0.165506585351238,0.594739712852099,0.667727490734444,0.726512728303397,0.801069073336375,19.9687498,31.9992536670006,0.00454625516728064,0.152115609805087,0.574350682563589,6904.592341611,6936.591595278,0.620923209850076,0.00472774253982083,0.144421076542755,1.15304068713657,0.0017951298535786,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",505,156,0.457720940155704,0.100801381994666,0.196001035067564,0.397116228325421,0.48195904609104,0.53691552304147,0.591949224370423,5.51349552,12.7234747869998,0.00840899267019946,0.0990344886350469,0.449231444109755,7051.906400003,7064.62987479,0.428479659416649,0.0087830748012553,0.0923557686451035,1.34591940976039,0.00477023839061757,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",514,227,0.529690386128127,0.109461879148038,0.201707933265702,0.501680935630528,0.572898342766871,0.604669554240566,0.645869781680112,8.02284284,15.9976872669995,0.00702213170093238,0.117690842987,0.651907488948833,7121.866824676,7137.864511943,0.496966864032197,0.00747907650498149,0.109730065443715,1.12031015376671,0.00178567616296006,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",518,113,0.407306674864964,0.08289534159781,0.135544799629663,0.367869081984289,0.410580069284002,0.467785285612078,0.543949007374214,3.99374996,10.1429713760008,0.010896153254165,0.0882809501398926,0.274939467651549,8240.245558291,8250.388529667,0.384715810788763,0.0141766106536191,0.0864811966685005,1.14755545060673,0.00258339716453115,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",526,127,0.368337373610059,0.063325117439166,0.152351613429901,0.336642788069089,0.36295367499832,0.399204176399761,0.517265462564665,4.48855084,12.3855221009999,0.0101454743467426,0.0778961639367036,0.54732841148475,8268.150030022,8280.535552123,0.356473750313418,0.0115558714678223,0.0766501416576414,1.12834009515333,0.00221906369299706,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",537,311,0.598648155430405,0.175785834224644,0.20507320444343,0.52427161932752,0.58057594119127,0.671767599046271,0.976462044005306,10.99164812,20.2665837559998,0.00632550674454452,0.142245810973674,0.502394623543195,9272.49205833,9292.758642086,0.538812078996984,0.00555879850223391,0.123234458098997,1.55213699429206,0.00606656266385701,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",545,1574,1.0333242333125,0.243251147450857,0.134070295056258,0.918712185226548,1.07712893946945,1.22482509555301,1.41106204610547,55.62975608,58.9346349120005,0.00499678493283015,0.341570625861608,0.607818898289154,9310.537846607,9369.472481519,0.94122596015837,0.00283877033162558,0.297088583022738,1.59318313717342,0.00542434424779251,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",551,469,0.7832127268913,0.21402535107569,0.183831136473944,0.673875718590409,0.723137273085528,0.993138626855728,1.17942727816632,16.57582948,23.1001441999997,0.00589237909401239,0.2137763900524,0.673069233422705,9859.12465996,9882.22480416,0.712912113483009,0.00639753066134702,0.187276207031204,1.63979040303329,0.00581377160966821,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",558,240,0.491656742726657,0.0930994551160349,0.199283317249308,0.422517025294458,0.506923935096685,0.565844270876205,0.635710819517578,8.4823008,17.928266066001,0.00663870468167157,0.10608753219785,0.596160165956524,10601.672120529,10619.600386595,0.469548604355399,0.0067278125809042,0.100542409485165,1.2910007997905,0.00371254899918849,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",564,199,0.514630593378883,0.0942566247894466,0.15478317602106,0.46055991159189,0.552662215212559,0.584434164858326,0.634860216692529,7.03324108,14.1911708080006,0.00783777482939408,0.113657579284223,0.507815647611114,11604.747831398,11618.939002206,0.488730391747916,0.0103718073244572,0.10971387468618,1.11714677651482,0.00165815787997118,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",577,623,0.703031176653031,0.256536703293241,0.144793415173045,0.475717086629992,0.671632357254596,0.886607297312669,1.207381583781,22.01863916,35.7219250429989,0.00461660946195109,0.186677578394527,0.429770354131036,12552.512671169,12588.234596212,0.612921393996776,0.0039250533010637,0.151221785640243,1.49687677393729,0.00499564658000816,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",583,230,0.477576847190397,0.0997602860255996,0.188041285235373,0.407977560727121,0.438463765530457,0.563506836819524,0.675969543532311,8.1288716,17.6995987150003,0.00767546923517125,0.103603982048654,0.610860600545701,12866.469401469,12884.169000184,0.455433892217577,0.00698332934827026,0.09709651256396,1.1059840241249,0.00171100966512103,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",588,186,0.497641955771816,0.0908302588619324,0.155555921300103,0.428225133829513,0.514644376066469,0.57461383304188,0.637428617007736,6.57378312,13.6060276530006,0.0097884822834625,0.110798670716977,0.605440620044029,13447.976484869,13461.582512522,0.476966922712802,0.0127937606087579,0.108517577840463,1.17210272101429,0.00257885651383129,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0705mill1",593,236,0.441168084667119,0.0551632778334554,0.196660110951863,0.415534989623144,0.43178327849777,0.474472684880427,0.569745264115731,8.34092912,19.1116359579992,0.0082610029779536,0.093442733953025,0.648721223966771,14208.12037543,14227.232011388,0.43329512153125,0.00789335038819981,0.0911574507574111,1.23801963678492,0.00319163310020597,"F","22 Summer","W","S",705,"fma",20.8,20.7,1238
"0706mill1",2,191,0.447095880734587,0.0984732799588356,0.192030701473108,0.420336441290168,0.480621126610778,0.510842459084028,0.586155512850937,6.75049772,16.230640883,-0.0174579552498634,0.0703147742213646,-0.0206290822109419,0.211252192999979,16.441893076,0.415370279115725,-0.0215837077747322,0.0587819924139343,1.67340620488627,0.00481942262852565,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",12,206,0.469864744611491,0.115107069746824,0.1338181911098,0.391996201785449,0.495372370097097,0.562771829275196,0.628449027696112,7.28064152,16.651222369,0.00810133566489374,0.102457412464772,0.408823954549336,22.549848549,39.201070918,0.431860001141266,0.00780281772307549,0.0929115621908339,1.16415312732481,0.00250221316648439,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",47,321,0.370567366798477,0.0844895560883858,0.170662920832763,0.309881375454301,0.39374806200368,0.439388859945608,0.496415280487468,11.34507732,32.646045286,0.00431943588523788,0.0730467675933738,0.482979134130287,97.350077471,129.996122757,0.345587660461901,0.00347438417475215,0.0667677943370712,1.03848565441392,0.000507620275208222,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",80,156,0.416166907440416,0.090451045960213,0.201797186540898,0.345805019520291,0.437998890064237,0.477577156698692,0.563888424209131,5.51349552,13.846325787,0.00732653743329177,0.0871184423935344,0.530958124597491,208.444249862,222.290575649,0.393565821841248,0.00788041164196657,0.0823272851862253,0.97444995775189,-0.00042971055303154,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",90,194,0.425311327166454,0.0793624036460166,0.181773219552463,0.360827645641428,0.437550149467359,0.488807187489088,0.544499026407268,6.85652648,16.655632017,0.00756950815693229,0.0893038306932782,0.457646092971966,281.324651192,297.980283209,0.407470069340506,0.00790849572503769,0.085431641728168,1.26450211538572,0.00389008362955098,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",102,183,0.391730094866918,0.0923152819029206,0.190470964767183,0.316363070787579,0.370329254033531,0.487192687020582,0.549216208463305,6.46775436,17.332501808,0.00651507653201712,0.0804666649787095,0.442453409669912,455.423684868,472.756186676,0.369558758458104,0.00691693573583423,0.075638280335951,0.966311606883376,-0.000452319019843795,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",119,206,0.395018991209315,0.08130187380201,0.114278172611068,0.333536311441172,0.394953427140087,0.464798822363478,0.520396678955338,7.28064152,19.1436793199998,0.0088135598964507,0.083219341322622,0.461456582295598,541.847635602,560.991314922,0.376617320216419,0.00888311835469971,0.0790437701311905,0.854390351030658,-0.00247776982508455,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",131,124,0.408397603675668,0.0880522481604017,0.179010501877283,0.347579556557566,0.430371406047891,0.481103760622207,0.533473770552185,4.38252208,11.2295210299999,0.00880315809546824,0.0865925187965454,0.417238026413006,1230.839890419,1242.069411449,0.383699488901058,0.010567228245054,0.0827435767859528,0.799763723480472,-0.00411271293079374,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",148,102,0.340372657971369,0.0684342529369804,0.123731103738925,0.306170037221905,0.350253754451606,0.392973793368281,0.446363629021016,3.60497784,10.9124444089998,0.00973748735972551,0.0712631423035524,0.357477333440145,2283.974652827,2294.887097236,0.322146639496603,0.0135430879462579,0.0712867201501676,1.04238163463486,0.000608679853619674,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",160,115,0.364103541208693,0.0824667760321199,0.153006835610711,0.28895836604813,0.392051812452348,0.431605881273735,0.489030926307173,4.0644358,11.6443019940002,0.00909948696161732,0.0762944514792208,0.433431202850066,2981.585710686,2993.23001268,0.342415081661375,0.0112711862061783,0.0736990203637603,1.00591816100693,0.000103758901682656,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",168,102,0.346767538866514,0.0616705438083404,0.103659018782614,0.310141859830862,0.371912319937971,0.389689851124303,0.422371191779944,3.60497784,10.5684684959997,0.013585787257189,0.0764006755292159,0.379711536953482,3062.607486575,3073.175955071,0.334226404451564,0.0167474465409936,0.0769096868374162,0.899884443056181,-0.00174699377609409,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",195,132,0.311590413428593,0.0523204089051154,0.155736841456286,0.276195113881393,0.325788593298159,0.349300179259566,0.386915583216044,4.66526544,15.2586542250001,0.00698019257729813,0.0619936044721077,0.362314687357909,3264.05611757,3279.314771795,0.301376990546228,0.00858955027344099,0.0615086816670347,0.857950970747689,-0.00218422864704769,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",206,104,0.356798842322123,0.061833902138494,0.210079414917712,0.328827591041637,0.382516281674343,0.396990986403695,0.448710619633524,3.67566368,10.5595092000003,0.0099132123139828,0.0749876118844266,0.49344534284958,3361.918900451,3372.478409651,0.343472700981102,0.0103234670834516,0.0725331725245589,0.844696957993901,-0.00306171702031747,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",222,115,0.319485088063599,0.0609413777103921,0.107088320278245,0.278226057438578,0.324764025467684,0.374474498354475,0.407970040360636,4.0644358,12.9995535939997,0.00789198380961433,0.0647288397911489,0.37732058258382,4152.354737758,4165.354291352,0.305046553758084,0.0115193743164586,0.0654085109310282,0.658219415522187,-0.00617356520928659,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",237,104,0.329442097711282,0.0575671979057437,0.120286049702509,0.316991596067803,0.342180122264079,0.371510435345249,0.398509714748346,3.67566368,11.3626212589998,0.00946901397570102,0.0683925084958201,0.370398618706767,4258.350561366,4269.713182625,0.314988960614534,0.0127237524092268,0.0687298999985852,0.745172067773008,-0.00507728613842443,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",263,106,0.30781419396304,0.0532946758487217,0.134257140799872,0.282819708684496,0.317366885151148,0.347048038605602,0.386878357539345,3.74634952,12.4001261909998,0.0084339718365049,0.0626575686752845,0.328128753540061,4381.458404254,4393.858530445,0.29558672057196,0.0111393550171508,0.0629231401316436,0.847833775207575,-0.00232176658830596,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",277,123,0.330186690170449,0.0543580046977098,0.113547809329593,0.31371312633046,0.339031689472668,0.363164610512282,0.41199966085846,4.34717916,13.3951091040008,0.00837866113762438,0.0674139267341898,0.302277000505673,4767.074638512,4780.469747616,0.317040369590267,0.0114022165190699,0.0677918231732536,1.01670063716587,0.000255775914013814,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",290,109,0.372511301081052,0.0673949057731275,0.166447003520266,0.33098322139766,0.373687386375482,0.426939465879725,0.484767269942647,3.85237828,10.5414630060004,0.0109437547176506,0.0797299208819699,0.491207653355052,5387.487940127,5398.029403133,0.358588436409975,0.0132253240974251,0.0789112521109346,1.06408519061239,0.00120062824511419,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
"0706mill1",303,112,0.33035345929871,0.047921772153863,0.125770920478767,0.307441564689216,0.346489949571843,0.357840800790404,0.400770626796034,3.95840704,12.0526302039998,0.0103530412154549,0.069332776546285,0.390922904272417,6288.65992888,6300.712559084,0.3212208515939,0.0131480902862749,0.0702652799022154,1.11490880142767,0.00179734057034445,"R","22 Summer","W","S",705,"fma",20.8,20.7,1229
