"Fly","Index","Events","dom_dir","Origin","Source","Morph","Ecl_date","SexWeightSize","Temp_start","Temp_end","Exp_start"
"0726mill4",212,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",213,21,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",214,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",215,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",216,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",217,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",218,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",219,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",220,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",221,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",222,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",223,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",224,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",225,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",226,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",227,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",228,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",229,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",230,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",231,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",232,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",233,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",234,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",235,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",236,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",237,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",238,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0726mill4",239,NA,"F","22 Summer","W","S",726,"mfa",20.8,20.7,1302
"0727mill1",0,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",1,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",2,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",3,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",4,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",5,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",6,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",7,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",8,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",9,12,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",10,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",11,14,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",12,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",13,12,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",14,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",15,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",16,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",17,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",18,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",19,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",20,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",21,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",22,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",23,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",24,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",25,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",26,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",27,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",28,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",29,7,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",30,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",31,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",32,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",33,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",34,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",35,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",36,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",37,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",38,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",39,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",40,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",41,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",42,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",43,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",44,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",45,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",46,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",47,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",48,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",49,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",50,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",51,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",52,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",53,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",54,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",55,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",56,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",57,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",58,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",59,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",60,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",61,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",62,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",63,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",64,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",65,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",66,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",67,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",68,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",69,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",70,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",71,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",72,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",73,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",74,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",75,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",76,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",77,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",78,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",79,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",80,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",81,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",82,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",83,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",84,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",85,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",86,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",87,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",88,6,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",89,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",90,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",91,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",92,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",93,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",94,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",95,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",96,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",97,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",98,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",99,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",100,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",101,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",102,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",103,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",104,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",105,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",106,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",107,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",108,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",109,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",110,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",111,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",112,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",113,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",114,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",115,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",116,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",117,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",118,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",119,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",120,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",121,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",122,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",123,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",124,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",125,9,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",126,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",127,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",128,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",129,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",130,9,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",131,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",132,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",133,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",134,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",135,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",136,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",137,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",138,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",139,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",140,9,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",141,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",142,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",143,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",144,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",145,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",146,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",147,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",148,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",149,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",150,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",151,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",152,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",153,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",154,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",155,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",156,11,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",157,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",158,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",159,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",160,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",161,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",162,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",163,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",164,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",165,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",166,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",167,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",168,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",169,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",170,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",171,8,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",172,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",173,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",174,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",175,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",176,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",177,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",178,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",179,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",180,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",181,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",182,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",183,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",184,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",185,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",186,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",187,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",188,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",189,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",190,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",191,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",192,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",193,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",194,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",195,9,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",196,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",197,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",198,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",199,5,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",200,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",201,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",202,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",203,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",204,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",205,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",206,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",207,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",208,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",209,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",210,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",211,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",212,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",213,11,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",214,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",215,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",216,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",217,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",218,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",219,12,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",220,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",221,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",222,11,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",223,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",224,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",225,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",226,11,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",227,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",228,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",229,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",230,10,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",231,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",232,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",233,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",234,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",235,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",236,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",237,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",238,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill1",239,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1229
"0727mill2",0,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",1,23,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",2,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",3,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",4,15,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",5,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",6,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",7,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",8,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",9,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",10,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",11,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",12,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",13,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",14,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",15,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",16,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",17,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",18,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",19,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",20,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",21,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",22,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",23,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",24,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",25,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",26,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",27,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",28,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",29,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",30,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",31,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",32,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",33,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",34,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",35,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",36,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",37,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",38,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",39,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",40,15,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",41,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",42,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",43,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",44,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",45,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",46,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",47,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",48,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",49,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",50,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",51,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",52,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",53,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",54,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",55,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",56,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",57,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",58,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",59,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",60,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",61,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
"0727mill2",62,NA,"F","22 Summer","W","S",727,"fma",20.8,20.7,1234
